measure,cost
0.16544858870967741,296
0.19316588040290711,343
0.097584541062801899,144
0.33163859760618575,163
0.26883462562203447,243
0.39041360649400852,357
0.20365836093907536,345
0.27527936767511585,233
0.20865232713573945,185
0.25163127298611937,143
0.13745236799129015,165
0.21193998531109007,185
0.20859687621014589,371
0.32723461025347811,335
0.33438436071259658,262
0.083178917026971375,149
0.15957705396208072,219
0.23090371167294249,247
0.33287558363087061,628
0.30855397148676178,374
0.27010328292143126,229
0.18014268727705113,215
0.27517176024638712,251
0.24177900970139851,240
0.18120203329014253,232
0.27426330081464345,232
0.29825503355704697,332
0.21889900303424356,152
0.15760412915616376,250
0.19274809160305342,216
0.20092005470595548,334
0.059962004274519108,249
0.096038034865293165,97
0.20768744068332803,140
0.3044326241134751,269
0.23498781298471083,119
0.19010186005314439,223
0.1749485763776118,286
0.34295415959252967,360
0.2150079829696647,294
0.18992612491605107,370
0.27411511930340376,254
0.31068232662192397,349
0.19282168766704849,483
0.22152361456353267,293
0.13430851063829788,165
0.23517541136293074,319
0.20688242523555922,138
0.30358820214164944,214
0.21147924621258773,84
0.24663020121117399,207
0.43907077842684417,331
0.46765445164704328,280
0.28205439533754251,189
0.35155343560654895,350
0.49247701309556974,466
0.36083510103829408,307
0.33083762283575108,257
0.1886440044826298,225
0.2515044615065366,212
0.25651501766784451,397
0.17559109874826148,201
0.2468230694037146,276
0.39544842774990829,459
0.27077747989276141,345
0.30171769977595225,515
0.24844793252899142,224
0.36907616763731871,305
0.083831341301460818,245
0.30409739494698251,213
0.43528228702772592,349
0.21241974762010188,221
0.37527867228139711,490
0.20124867162592985,190
0.19233785146185728,172
0.29886858137510874,320
0.31124807395993837,591
0.16587969616095261,341
0.20398545846236704,179
0.33901368448231345,251
0.38595916584779999,296
0.14768044663033364,184
0.16599897277863379,271
0.34654519640321818,285
0.12076524511757673,246
0.28885849291221088,247
0.20112844341188182,282
0.33906840117498949,297
0.28383052313013402,326
0.201141795007966,230
0.25492979965294216,277
0.3342462626954239,398
0.10726138324704633,317
0.15767983667587365,210
0.38680851063829796,273
0.32149223325693915,343
0.18132854578096946,339
0.29190751445086699,216
0.14187204699272127,267
0.19124975084711981,231
