measure,cost
0.34291257426943134,244
0.25584733597905934,218
0.28037012557832125,494
0.25991344016844076,333
0.29061263637453544,229
0.28522592152199761,138
0.30927384076990377,223
0.17600199153597212,266
0.38137193203272501,359
0.36076030105880846,160
0.18666477111174298,267
0.32984977139124755,351
0.36351857183990788,254
0.17943858817955707,349
0.13767251661271088,321
0.12790881747665031,145
0.18295030001132118,242
0.15590121111374972,161
0.18810254163014897,184
0.10756123535676253,107
0.17538782125492014,301
0.14562056950618765,181
0.32452321724709782,235
0.17548940113517897,251
0.19059172395201512,110
0.13794045342802511,183
0.34963707426018986,298
0.14724820799416835,260
0.077563035965698204,142
0.49953214810854157,477
0.35973962171456642,182
0.25714616363846776,254
0.24916123939214527,166
0.26601221118161139,371
0.27168796234028247,363
0.24262939506442457,429
0.16759692261276213,235
0.23546012269938649,372
0.1471808093263087,156
0.26617862371888723,255
0.2005958291956306,406
0.10530235329162943,130
0.3142501555693839,155
0.33439449891761108,322
0.24686328825158876,266
0.29014055606853384,259
0.18160568192034524,121
0.31292601313669599,495
0.21251384274640089,181
0.23782510970780263,281
0.23574938574938573,272
0.19712378017462762,238
0.23006833712984054,284
0.26763829082477641,396
0.28247797510837641,361
0.33933611073780406,209
0.20558633947755289,320
0.43205837946653247,185
0.2178550029958059,335
0.2164131133490465,213
0.22948026128940643,314
0.26742215632281297,239
0.24744793793385048,345
0.24743530852855614,199
0.22033692885710826,394
0.25481343779046611,176
0.34221820646035689,298
0.32485676952457532,237
0.20332159033719174,383
0.26572866620910551,254
0.37779202735919631,278
0.21809021113243762,245
0.26867915799213504,293
0.14161525518788559,281
0.33459536204448642,296
0.1541079812206573,142
0.29180630995030626,341
0.23722178727211721,268
0.44364959839357421,374
0.21900256258624085,319
0.37496685229382132,187
0.33484026522001203,184
0.16569914184755172,176
0.29527367224297546,433
0.21653905053598776,211
0.2908376963350785,234
0.30246765692381411,288
0.2835630423685554,196
0.3764910536779324,230
0.28398399480912728,276
0.19248878923766813,102
0.1693841423646697,239
0.28297187921552347,169
0.25824249764500068,175
0.3040337146297411,286
0.34378102396823146,316
0.22595078299776286,196
0.18067978533094811,184
0.36473066506169122,393
0.23180327868852457,360
