measure,cost
0.13992443324937026,358
0.16779552715654955,185
0.12997319034852545,211
0.23555602671472498,182
0.3389653975234348,177
0.28696887511300528,265
0.36278735632183906,394
0.23421088528168049,196
0.15967408488386234,169
0.1799287410926366,119
0.24694376528117362,243
0.18020570948782541,188
0.19548387096774195,412
0.17390472546393726,223
0.19183285849952517,111
0.18686401480111009,189
0.18383691299599564,327
0.17678739733405147,201
0.26501864383372464,273
0.2837078651685393,156
0.29777040722314352,296
0.18008915304606241,235
0.25106534090909088,333
0.2292559899117276,181
0.19132602193419743,191
0.33447064726542902,386
0.23068655112185946,317
0.2297692557686058,171
0.1455506184700372,221
0.12858052196053471,222
0.33888405617000122,253
0.060019015925837881,169
0.11195566112430719,136
0.12794932699920822,125
0.12586790101477657,149
0.3237895202299359,231
0.25674182139699381,317
0.20768398268398264,283
0.23820754716981132,198
0.16154256264439312,227
0.17650221804005917,321
0.25141434713736138,226
0.28271518544436669,301
0.19282168766704849,483
0.11824967071564467,310
0.053802104141696637,121
0.25116568231271375,228
0.17915131668713327,220
0.32210862020448361,342
0.17409505048017729,147
0.24679894438471314,137
0.45205479452054792,440
0.42689208823140928,433
0.25777831793874573,131
0.10474462017111745,129
0.39541387024608493,283
0.30489713774597499,232
0.20124238162212846,218
0.18855009334163039,265
0.24107513491075136,203
0.29006959019109685,334
0.28058803102210905,212
0.31274445893089964,212
0.37118706357956632,381
0.2260266308604677,239
0.16237942122186494,228
0.21308016877637131,207
0.48380474452554739,305
0.08398469981706301,135
0.36938349007314519,328
0.39265658747300214,222
0.23433874709976799,369
0.31315887386828717,435
0.080649454351876496,149
0.18102386019939512,183
0.24707321334964175,133
0.30230761803611084,332
0.16598192276088741,281
0.31218922187877968,231
0.22194932781799379,250
0.47268175881584673,498
0.21429518631481234,309
0.16599897277863379,271
0.38194280311982981,352
0.26730183935424112,425
0.28853558564153514,337
0.20115069705687097,272
0.2267433702820261,165
0.30582891748675251,254
0.10754691867429789,117
0.27043628917939827,366
0.24234460694698354,376
0.2140964493905671,379
0.20585061743196259,306
0.30110732538330498,279
0.37250413328246218,389
0.19560105132106795,208
0.32437640509581411,173
0.33439449891761108,322
0.33111464335386454,397
