measure,cost
0.29920144255538383,464
0.2798932566971159,230
0.28711307643714468,185
0.12338389494044588,196
0.15477232924693521,297
0.21362098138747887,434
0.31289392158957374,384
0.23979818964238023,281
0.33499170812603651,210
0.14553314121037461,167
0.26985669176584898,180
0.20538394499854745,142
0.21951498512926104,298
0.1549419241726934,197
0.2717610655186331,184
0.28482099068170669,388
0.24241385222012687,234
0.30375939849624056,250
0.26911492122335495,153
0.32724916297656331,352
0.25810356422326824,215
0.11419467571178948,266
0.26125193998965335,177
0.30001485222040691,177
0.31876095850379887,338
0.24803536345776034,301
0.30142588703437606,263
0.30549854164416118,354
0.15601741328465099,160
0.25394062469780482,227
0.46136778908901066,311
0.28062051400787213,202
0.29017429611185597,194
0.13227886359057026,216
0.22595078299776289,342
0.29570207284225325,200
0.27814850121809132,218
0.20913679306328459,171
0.31985029509140633,297
0.14561384052345569,117
0.29643605870020956,187
0.30232279693486586,328
0.35870723333727955,224
0.2307175490459554,307
0.195357833655706,283
0.11561733442354864,134
0.36832799204331973,217
0.48592047544927125,366
0.45479106628242072,300
0.30084395167962935,292
0.24410286156225833,268
0.25065693430656938,381
0.26922697206042057,94
0.29954867827208254,374
0.30272149622347444,218
0.35572327044025154,271
0.22483889865260689,226
0.22477744807121661,302
0.25972719141323797,276
0.22916929282742973,211
0.11051671732522797,233
0.20784143831907287,213
0.24216475423873954,294
0.20439433362243423,95
0.1725512528473804,178
0.12988961526095805,271
0.26425954997383566,222
0.26837909654561559,146
0.25964010282776351,306
0.24797446599558065,321
0.1193853427895981,117
0.41572131312117255,258
0.21253737955476795,171
0.25714616363846776,254
0.35370537731586082,267
0.19820577516119989,257
0.30032320620555913,174
0.47287883978531464,206
0.32548689925739105,188
0.35739561217268223,534
0.15029761904761907,304
0.25397304365318851,244
0.088934546521866761,142
0.24054356962734658,264
0.27258522727272722,261
0.20339162692103868,235
0.30758298649883259,278
0.39463401927585307,526
0.26501864383372464,273
0.25121253575425939,270
0.1727315914489311,157
0.2669603524229075,298
0.37501657605092165,177
0.26317659599668364,272
0.2225836918879211,154
0.22512127966435036,159
0.14389514175808518,150
0.28178068898592917,269
0.19348659003831417,213
0.29509654471544716,545
