measure,cost
0.1654069035021416,316
0.116077129357681,289
0.11919321961162967,182
0.23555602671472498,182
0.29194126488611399,301
0.27374806401652035,326
0.20365836093907536,345
0.19295851528384278,199
0.17195670679800559,158
0.16799334679814659,100
0.15560993293456588,263
0.16965879265091866,169
0.18254583010586109,383
0.32723461025347811,335
0.23929868899068074,208
0.1868448098663926,199
0.12291590604843614,142
0.17681120387826557,191
0.33282987779761086,638
0.3729784795619509,289
0.22367813970656084,214
0.18008915304606241,235
0.27517176024638712,251
0.24177900970139851,240
0.19132602193419743,191
0.24356913183279746,355
0.36545162154918259,397
0.24055429251921623,220
0.13345345345345344,212
0.1500902239677317,150
0.22620380739081741,252
0.059976247030878858,229
0.12794932699920822,125
0.23937430873755727,188
0.1437466642946095,178
0.3237895202299359,231
0.19005977418640688,243
0.18586274085299848,285
0.26446713799423932,236
0.14344044026273742,298
0.12240775653110693,235
0.21720430107526881,229
0.28271518544436669,301
0.18003565062388591,464
0.11849244757295795,170
0.053802104141696637,121
0.15690539070995804,324
0.19287955258491335,229
0.32210862020448361,342
0.18659933489345978,106
0.16797104284875758,135
0.43907077842684417,331
0.46765445164704328,280
0.24541367999028063,172
0.10474462017111745,129
0.45076708507670848,419
0.25990154396956816,216
0.31909665340510179,248
0.18855009334163039,265
0.2515044615065366,212
0.25651501766784451,397
0.12893118254612976,135
0.18147664162038549,160
0.39544842774990829,459
0.2261278405910668,199
0.2699957228400342,338
0.18960459931948845,139
0.38078373129212839,254
0.083831341301460818,245
0.40917407213800311,255
0.43528228702772592,349
0.23433874709976799,369
0.27605913778109081,328
0.18788200903534413,181
0.21498991709612372,140
0.24664224664224668,233
0.31124807395993837,591
0.16598192276088741,281
0.095295861976007562,187
0.2608807955572775,287
0.35283842794759823,339
0.201141795007966,230
0.16599897277863379,271
0.34654519640321818,285
0.26730183935424112,425
0.25133756376757499,230
0.20115069705687097,272
0.2267433702820261,165
0.22962000649561548,231
0.18783209351753455,201
0.27043628917939827,366
0.40312464363097278,392
0.10724714627024161,327
0.15767983667587365,210
0.41387593613112911,521
0.35979643765903313,370
0.18132854578096946,339
0.31349673552392165,204
0.2060698801326192,322
0.33104886769964248,417
