measure,cost
0.26439790575916228,256
0.24696698956080132,150
0.14563806777217014,171
0.099446153846153837,243
0.18092252575011195,233
0.39161517024112441,260
0.36564288216746466,374
0.39798598949211905,291
0.17750439367311074,216
0.17960877296976882,269
0.35524560339599753,213
0.18727546645034188,200
0.29050814956855225,259
0.21885157096424704,172
0.18404821979254274,268
0.39345539540319435,342
0.10680296087416284,96
0.2063329928498468,222
0.20109507217521155,264
0.34625842298143988,355
0.24769186381996541,202
0.26966522899979462,191
0.14015390437744416,228
0.30966396860436596,346
0.40643863179074446,247
0.28857142857142859,312
0.30176277263220797,180
0.27330873308733084,139
0.19932899151371622,221
0.31647757968665585,323
0.2194529652351738,131
0.14740938944295789,170
0.25085377212045945,308
0.19745845552297164,182
0.26490889011595808,303
0.16557377049180327,236
0.16615258071149494,181
0.24779195289499506,381
0.26214852198990629,221
0.24882418812989923,147
0.26195663450565415,211
0.27513916854198744,261
0.17676359719978463,211
0.27640253762905836,228
0.39986803035301882,624
0.29528239202657808,83
0.35740351653212432,168
0.26946398253698767,300
0.25158076259819889,198
0.25673614641586168,173
0.28178557194101234,114
0.1841286863270778,156
0.18554807103490509,193
0.1408344953341199,180
0.22482650255335865,259
0.13215903371917465,306
0.22850678733031674,268
0.27468619246861925,409
0.25477960701009034,186
0.19831697054698458,217
0.20470567500881215,340
0.35156638488314268,212
0.39952531645569622,183
0.31467805215785827,449
0.20144044321329643,142
0.20520510835913311,232
0.32563838019086921,342
0.24523491562462058,232
0.27232895180316824,223
0.18534539258094115,212
0.16268853419241469,237
0.16622094219296438,141
0.25497475497475497,220
0.2541235672351132,120
0.1957635331579676,148
0.13438296928706064,148
0.15160287337836389,209
0.29705882352941182,240
0.27392925754322522,314
0.39717788572750407,172
0.15047675804529201,77
0.16788563829787234,165
0.2486459871984244,101
0.28863251481795094,277
0.14714782023982964,176
0.16580675422138838,211
0.34990209368880854,203
0.2341486032224411,136
0.27900552486187846,90
0.25466464952092788,179
0.26298054832286721,168
0.27516025641025638,275
0.3549671977507029,115
0.25429666119321293,188
0.27103393843725332,226
0.30628335759340125,247
0.39700101907118934,461
0.33470307529162246,240
0.26658668266346736,191
0.25720569510359997,234
