measure,cost
0.26982392228293872,190
0.2814083080040527,195
0.21370007934408888,519
0.28390723822909347,201
0.23006833712984054,284
0.32938037355469912,285
0.25429666119321293,188
0.26403585211004604,179
0.30296810862014528,194
0.36062229023208364,190
0.22948026128940643,314
0.29079963355581728,244
0.29152835907057301,139
0.203436018957346,297
0.11188751597784401,324
0.22331017056222363,229
0.18295030001132118,242
0.19185563338477979,138
0.17694076426146937,245
0.10756123535676253,107
0.21058728136221477,218
0.1818290926548248,238
0.43908498085084363,244
0.17548940113517897,251
0.27168796234028242,204
0.1654607508532423,191
0.40598481464939701,253
0.25724681625227408,301
0.15488817891373802,196
0.32510729613733913,370
0.35960712093308778,212
0.19893407484648362,209
0.24916123939214527,166
0.29002153625269206,399
0.27077747989276141,563
0.25368570492519382,408
0.25866224766495932,259
0.23537348215380838,402
0.23751399776035828,158
0.28544976123184873,393
0.21489361702127657,405
0.18038398571215952,125
0.22620380739081741,252
0.27063927523286968,217
0.32899022801302935,241
0.26972062448644207,171
0.19060028756290442,160
0.26302083333333331,489
0.24579646017699111,248
0.25939004815409306,279
0.29797172710510145,167
0.1246400658165364,205
0.20599880023995198,246
0.1230615861763403,249
0.21233356692361602,256
0.32571889277076055,230
0.22819701762313602,388
0.29234835137175935,286
0.2178550029958059,335
0.21648269210159682,183
0.21535181236673773,255
0.37296898079763652,489
0.3021895824833401,361
0.24739742804654014,209
0.22017681966816033,454
0.20124867162592985,190
0.2399592714107931,247
0.27448414695520879,152
0.31757011696641935,314
0.33458990175919573,308
0.19477180201414179,235
0.18180727229089164,248
0.35032951786333683,246
0.14161525518788559,281
0.2872378243867757,210
0.094835680751173712,197
0.29177259070949851,351
0.30499944077843644,202
0.4063364344983656,267
0.37775590551181104,283
0.29504713849422387,143
0.27391893927979505,238
0.20391167192429022,153
0.32882956210320685,271
0.26241785113862143,308
0.30401779871744539,233
0.30217807563427479,368
0.34783163265306133,181
0.32665754447070533,184
0.24021621621621619,350
0.19220866450240681,232
0.18820460262741076,217
0.32475884244372988,165
0.28511896760317246,233
0.30371372725905876,356
0.35825766174801366,275
0.29730004060089321,299
0.27063927523286968,217
0.36473066506169122,393
0.24284153005464479,349
