alpha,test,mean,cv_mean,lower_percentile,upper_percentile,exp,step,linear
2.89473684211e-07,F1,0.81872520013563932,0.86028137524846504,0.80619655726074457,0.8340830709251762,52.328018616845014,33.0,54.780412301370596
2.89473684211e-07,accuracy,0.79486636971046765,0.84242649334571351,0.78285077951002224,0.8087416481069043,51.505105817292261,29.0,53.72727272727267
2.89473684211e-07,precision,0.80218827708908746,0.84928440463093935,0.78571003491324598,0.82348120300751881,45.200309251671655,21.0,47.570161489818148
2.89473684211e-07,recall,0.83758657768220668,0.87208944636247154,0.82039380759366043,0.86113944995027603,52.007742625205282,25.0,58.094266663895795
8.57894736842e-07,F1,0.82201331368889141,0.85168978297106079,0.81051981125009376,0.83413361895091176,47.524319749730822,26.0,50.259392301770852
8.57894736842e-07,accuracy,0.79848552338530066,0.8346425255338904,0.7884187082405345,0.80957683741648112,46.748718444599284,22.0,49.818181818181749
8.57894736842e-07,precision,0.80330890155072376,0.84956701552758385,0.78210008591818481,0.82296111757669799,47.968214193468754,26.0,49.647039742957304
8.57894736842e-07,recall,0.8437952052676202,0.8540688678210856,0.81795037381088398,0.87130801687763715,47.397717953281266,26.0,53.922422822466281
4.78947368421e-06,F1,0.82561646911601339,0.85294628069309597,0.81641327165537447,0.83657414951206721,40.675346171739889,17.0,48.041572213856227
4.78947368421e-06,accuracy,0.80081291759465467,0.83686474775611264,0.79036748329621376,0.81403118040089084,40.25079967149729,20.0,42.590909090909044
4.78947368421e-06,precision,0.80713163410651556,0.85328809112687465,0.78308957555767722,0.82932330827067668,44.665808103195118,25.0,49.550967861428489
4.78947368421e-06,recall,0.84764256450510123,0.85511199353442746,0.81957154915922847,0.87780031015149707,44.74456433213517,25.0,48.076397557935721
1e-05,F1,0.82755521698678991,0.85813665733398281,0.81537537760610102,0.83913137301668428,38.957841968078547,17.0,42.295441998992956
1e-05,accuracy,0.80347438752783962,0.84465490560198087,0.79175946547884191,0.81403118040089084,39.302569669883908,15.0,41.954545454545404
1e-05,precision,0.80322979289386209,0.86815557219139472,0.78415435545234458,0.82014473033151902,47.637286998187385,23.0,50.679698658008533
1e-05,recall,0.85546852534013085,0.84924446356122041,0.83357982829521682,0.87679230064448432,37.29408782455873,15.0,42.210259265279682
3.84210526316e-06,F1,0.82216696793143651,0.84901626915791018,0.81087933402889967,0.83489171023151609,46.531060985584347,25.0,48.610996292259671
