log,1,0.092187233316265563,0.0,0.88372340425531914,0.85886524822695032,0.66666666666666663,0.0,0.055248618784530384,0.0
log,2,0.18679645510976925,0.095238095238095233,0.85886524822695032,0.82482269503546091,0.31038314176245207,0.16346153846153846,0.1579081632653061,0.065000000000000002
log,3,0.22337800497374968,0.14084507042253522,0.81773049645390072,0.77872340425531905,0.23841059602649006,0.14948453608247422,0.22581420595533497,0.1326530612244898
log,4,0.22827639751552795,0.14903846153846156,0.80354609929078014,0.76453900709219846,0.23024349750968454,0.14583333333333334,0.24590602261769087,0.15196078431372548
log,5,0.22739018087855298,0.15020151292023814,0.80145390070921996,0.76288652482269503,0.22500827814569535,0.14583333333333334,0.25128205128205128,0.15201840385276918
log,6,0.23530886038625978,0.15311712640714958,0.80212765957446808,0.76288652482269503,0.22887126865671642,0.14678899082568808,0.27588112021337391,0.15655987076798816
hinge,1,0.16477379128362274,0.045045045045045043,0.87450354609929071,0.84113475177304964,0.44467120181405873,0.16383606557377051,0.12778158295281583,0.02564102564102564
hinge,2,0.21279432624113473,0.13417869596190618,0.82695035460992905,0.79078014184397161,0.25200744137752007,0.15384615384615385,0.20606060606060606,0.11616161616161616
hinge,3,0.22086246254815239,0.1457725947521866,0.81063829787234032,0.77375886524822701,0.22982030756966818,0.14754098360655737,0.23038662907772853,0.14209577221742881
hinge,4,0.22803484537508936,0.14748365346709624,0.80638297872340425,0.76879432624113475,0.22858564321250885,0.14646464646464646,0.24404040404040403,0.14606741573033707
hinge,5,0.22680956396376795,0.15008111380145278,0.80425531914893622,0.76808510638297878,0.22952347011505955,0.14770210494203784,0.24001923076923076,0.14855275813295615
hinge,6,0.23098326582009618,0.1498026441847097,0.80354609929078014,0.76595744680851063,0.22858564321250885,0.14732579916047789,0.25269112607822286,0.14999999999999999
