alpha,mean,cv_mean,loss
2.89473684211e-07,0.2506461691221436,0.272295899773,24310.0
2.89473684211e-07,0.2506461691221436,0.272295899773,24310.0
8.57894736842e-07,0.20716365850127086,0.298361069556,16589.0
8.57894736842e-07,0.20716365850127086,0.298361069556,16589.0
4.78947368421e-06,0.20252099856927067,0.311098874457,13317.0
4.78947368421e-06,0.20252099856927067,0.311098874457,13317.0
5.26315789474e-09,0.26781064042815439,0.377528849969,28816.0
5.26315789474e-09,0.26781064042815439,0.377528849969,28816.0
1e-05,0.18467347039505902,0.289575516678,12331.0
1e-05,0.18467347039505902,0.289575516678,12331.0
5.73684210526e-09,0.26906427308859704,0.363063858655,29700.0
5.73684210526e-09,0.26906427308859704,0.363063858655,29700.0
9.52631578947e-09,0.27085277163428673,0.346708717407,30275.0
9.52631578947e-09,0.27085277163428673,0.346708717407,30275.0
7.63157894737e-08,0.27129363011810609,0.341531502697,27475.0
7.63157894737e-08,0.27129363011810609,0.341531502697,27475.0
6.21052631579e-09,0.27003939453527104,0.322625198585,28548.0
6.21052631579e-09,0.27003939453527104,0.322625198585,28548.0
3.84210526316e-06,0.19966563062542375,0.317716625473,13489.0
3.84210526316e-06,0.19966563062542375,0.317716625473,13489.0
3.84210526316e-09,0.2576296545873098,0.313230386599,29405.0
3.84210526316e-09,0.2576296545873098,0.313230386599,29405.0
4.31578947368e-08,0.27566150773748038,0.331961229039,28910.0
4.31578947368e-08,0.27566150773748038,0.331961229039,28910.0
2.89473684211e-09,0.26427402703315056,0.363124584394,29808.0
2.89473684211e-09,0.26427402703315056,0.363124584394,29808.0
2.42105263158e-08,0.27029822164785888,0.32938476044,29471.0
2.42105263158e-08,0.27029822164785888,0.32938476044,29471.0
3.36842105263e-08,0.27367321140054185,0.300454647436,29183.0
3.36842105263e-08,0.27367321140054185,0.300454647436,29183.0
1.94736842105e-06,0.18301155556103577,0.311005301537,13067.0
1.94736842105e-06,0.18301155556103577,0.311005301537,13067.0
3.36842105263e-07,0.24863724590594333,0.328125723015,23534.0
3.36842105263e-07,0.24863724590594333,0.328125723015,23534.0
9.05263157895e-09,0.26355893072938752,0.353286701636,29556.0
9.05263157895e-09,0.26355893072938752,0.353286701636,29556.0
7.63157894737e-07,0.21120668502494488,0.298345440083,17176.0
7.63157894737e-07,0.21120668502494488,0.298345440083,17176.0
4.78947368421e-08,0.27890777924061777,0.315308914825,29713.0
4.78947368421e-08,0.27890777924061777,0.315308914825,29713.0
1e-07,0.27115767136038654,0.332339258926,26785.0
1e-07,0.27115767136038654,0.332339258926,26785.0
8.57894736842e-06,0.18491586543159932,0.289545505832,12509.0
8.57894736842e-06,0.18491586543159932,0.289545505832,12509.0
8.10526315789e-09,0.27780570707076402,0.326565202281,29598.0
8.10526315789e-09,0.27780570707076402,0.326565202281,29598.0
4.31578947368e-06,0.20152057317772606,0.311063219382,13305.0
4.31578947368e-06,0.20152057317772606,0.311063219382,13305.0
6.21052631579e-08,0.27225619667743906,0.326884832045,27490.0
6.21052631579e-08,0.27225619667743906,0.326884832045,27490.0
1.94736842105e-07,0.25540773719125331,0.290174071149,26318.0
1.94736842105e-07,0.25540773719125331,0.290174071149,26318.0
9.05263157895e-07,0.20712120247838434,0.298361069556,16330.0
9.05263157895e-07,0.20712120247838434,0.298361069556,16330.0
7.15789473684e-09,0.26911225008349843,0.393809377274,28606.0
7.15789473684e-09,0.26911225008349843,0.393809377274,28606.0
4.78947368421e-07,0.24064280141922484,0.308978486658,21780.0
4.78947368421e-07,0.24064280141922484,0.308978486658,21780.0
5.26315789474e-07,0.23878599241448015,0.309386640245,21186.0
5.26315789474e-07,0.23878599241448015,0.309386640245,21186.0
1.47368421053e-07,0.25832240834241932,0.289151457098,27305.0
1.47368421053e-07,0.25832240834241932,0.289151457098,27305.0
7.63157894737e-09,0.26166608780774325,0.360775878973,28660.0
7.63157894737e-09,0.26166608780774325,0.360775878973,28660.0
7.15789473684e-07,0.21308936554228824,0.298345440083,17380.0
7.15789473684e-07,0.21308936554228824,0.298345440083,17380.0
1.47368421053e-06,0.1839599800391056,0.311411611101,14157.0
1.47368421053e-06,0.1839599800391056,0.311411611101,14157.0
1.47368421053e-09,0.27218317625235039,0.382119331152,30469.0
1.47368421053e-09,0.27218317625235039,0.382119331152,30469.0
5.73684210526e-06,0.21541143272001406,0.296180432441,12186.0
5.73684210526e-06,0.21541143272001406,0.296180432441,12186.0
5.73684210526e-07,0.22233776640877853,0.302713463248,18674.0
5.73684210526e-07,0.22233776640877853,0.302713463248,18674.0
1.94736842105e-09,0.26378572227970359,0.271560155977,28837.0
1.94736842105e-09,0.26378572227970359,0.271560155977,28837.0
9.05263157895e-06,0.18494034763268286,0.289545505832,12489.0
9.05263157895e-06,0.18494034763268286,0.289545505832,12489.0
9.52631578947e-07,0.20646715495526727,0.298361069556,15956.0
9.52631578947e-07,0.20646715495526727,0.298361069556,15956.0
6.68421052632e-07,0.21591349505991364,0.302690713735,17867.0
6.68421052632e-07,0.21591349505991364,0.302690713735,17867.0
8.57894736842e-08,0.26994956481275245,0.31530542653,27037.0
8.57894736842e-08,0.26994956481275245,0.31530542653,27037.0
6.68421052632e-09,0.27198710938529769,0.347881539875,29402.0
6.68421052632e-09,0.27198710938529769,0.347881539875,29402.0
1e-09,0.26961093622284066,0.389071187157,29369.0
1e-09,0.26961093622284066,0.389071187157,29369.0
2.42105263158e-09,0.25925539522535057,0.299520712579,30165.0
2.42105263158e-09,0.25925539522535057,0.299520712579,30165.0
6.21052631579e-06,0.21579653447358005,0.296194142318,12154.0
6.21052631579e-06,0.21579653447358005,0.296194142318,12154.0
3.84210526316e-08,0.27100199080751058,0.294966224327,28336.0
3.84210526316e-08,0.27100199080751058,0.294966224327,28336.0
4.31578947368e-07,0.24363083742187444,0.303532275731,22516.0
4.31578947368e-07,0.24363083742187444,0.303532275731,22516.0
2.42105263158e-06,0.18153841965333162,0.322054251088,12778.0
2.42105263158e-06,0.18153841965333162,0.322054251088,12778.0
8.10526315789e-07,0.20837387406565605,0.298345440083,16868.0
8.10526315789e-07,0.20837387406565605,0.298345440083,16868.0
7.63157894737e-06,0.21558345349311941,0.296200451861,12036.0
7.63157894737e-06,0.21558345349311941,0.296200451861,12036.0
7.15789473684e-06,0.21560189664412843,0.296200451861,11996.0
7.15789473684e-06,0.21560189664412843,0.296200451861,11996.0
3.36842105263e-09,0.2664402154957638,0.343006941416,28879.0
3.36842105263e-09,0.2664402154957638,0.343006941416,28879.0
3.84210526316e-07,0.24529644297577199,0.303503435405,22900.0
3.84210526316e-07,0.24529644297577199,0.303503435405,22900.0
5.26315789474e-08,0.27202898231526423,0.3214541949,28974.0
5.26315789474e-08,0.27202898231526423,0.3214541949,28974.0
5.73684210526e-08,0.2720353843217676,0.336083001328,27823.0
5.73684210526e-08,0.2720353843217676,0.336083001328,27823.0
2.89473684211e-06,0.1818892547211384,0.317682921395,12575.0
2.89473684211e-06,0.1818892547211384,0.317682921395,12575.0
2.89473684211e-08,0.27833024037181464,0.339122581714,29472.0
2.89473684211e-08,0.27833024037181464,0.339122581714,29472.0
7.15789473684e-08,0.27170664932108957,0.341094466636,27575.0
7.15789473684e-08,0.27170664932108957,0.341094466636,27575.0
2.42105263158e-07,0.25433668832052414,0.306556432805,25213.0
2.42105263158e-07,0.25433668832052414,0.306556432805,25213.0
6.21052631579e-07,0.21969078439661138,0.302699539421,18356.0
6.21052631579e-07,0.21969078439661138,0.302699539421,18356.0
9.05263157895e-08,0.26852547401528226,0.333254645042,26920.0
9.05263157895e-08,0.26852547401528226,0.333254645042,26920.0
1e-08,0.26467282514135521,0.354107753319,29195.0
1e-08,0.26467282514135521,0.354107753319,29195.0
6.68421052632e-08,0.27474162140162867,0.311525880556,27797.0
6.68421052632e-08,0.27474162140162867,0.311525880556,27797.0
8.57894736842e-09,0.26415687895762724,0.339907506494,29111.0
8.57894736842e-09,0.26415687895762724,0.339907506494,29111.0
9.52631578947e-08,0.27135867574629197,0.328554574404,26865.0
9.52631578947e-08,0.27135867574629197,0.328554574404,26865.0
4.31578947368e-09,0.27101756874181349,0.350407318355,30183.0
4.31578947368e-09,0.27101756874181349,0.350407318355,30183.0
3.36842105263e-06,0.19820642595770413,0.317716625473,13510.0
3.36842105263e-06,0.19820642595770413,0.317716625473,13510.0
5.26315789474e-06,0.20211150726540444,0.296180432441,13221.0
5.26315789474e-06,0.20211150726540444,0.296180432441,13221.0
1.94736842105e-08,0.27418263013168492,0.337493265501,29875.0
1.94736842105e-08,0.27418263013168492,0.337493265501,29875.0
9.52631578947e-06,0.1852631912530234,0.289575516678,12326.0
9.52631578947e-06,0.1852631912530234,0.289575516678,12326.0
8.10526315789e-08,0.27017514764797007,0.307714883666,27345.0
8.10526315789e-08,0.27017514764797007,0.307714883666,27345.0
6.68421052632e-06,0.2151990943312504,0.296180432441,12060.0
6.68421052632e-06,0.2151990943312504,0.296180432441,12060.0
8.10526315789e-06,0.18517555731934648,0.289527687148,12607.0
8.10526315789e-06,0.18517555731934648,0.289527687148,12607.0
1e-06,0.20481540143837193,0.29211423319,15790.0
1e-06,0.20481540143837193,0.29211423319,15790.0
1.47368421053e-08,0.27767330353106262,0.340343913304,30366.0
1.47368421053e-08,0.27767330353106262,0.340343913304,30366.0
4.78947368421e-09,0.26959173713045526,0.365792545707,28335.0
4.78947368421e-09,0.26959173713045526,0.365792545707,28335.0
