f1,accuracy,precision,recall
0.67961165048543681,0.52227171492204905,0.51470588235294112,1.0
0.74111675126903553,0.60244988864142535,0.58870967741935487,1.0
0.71779597915115412,0.57795100222717144,0.56046511627906981,0.99792960662525876
0.73032069970845481,0.58797327394209353,0.57520091848450061,1.0
0.75546159267089497,0.61358574610244987,0.60702151755379385,1.0
0.73925501432664742,0.59465478841870822,0.58636363636363631,1.0
0.74327272727272731,0.60690423162583518,0.59143518518518523,1.0
0.75514549325762947,0.61581291759465484,0.60661345496009123,1.0
0.77147016011644842,0.65033407572383073,0.62796208530805686,1.0
0.73107426099495321,0.58463251670378624,0.57613636363636367,1.0
0.73181484202792058,0.59354120267260579,0.57705677867902661,1.0
0.71334792122538282,0.5623608017817372,0.55442176870748294,1.0
0.70717423133235735,0.55456570155902007,0.54699886749716875,1.0
0.73057371096586787,0.5868596881959911,0.57551487414187641,1.0
0.71262699564586363,0.55902004454342979,0.55355129650507329,1.0
0.74167283493708358,0.61135857461024501,0.5894117647058823,1.0
0.74170274170274164,0.60133630289532292,0.58944954128440363,1.0
0.75516224188790559,0.63028953229398665,0.60663507109004744,1.0
0.7496318114874817,0.62138084632516699,0.60165484633569744,0.994140625
0.7310344827586206,0.60913140311804004,0.57608695652173914,1.0
0.73646209386281591,0.59354120267260579,0.58285714285714285,1.0
0.7264770240700219,0.58240534521158127,0.57044673539518898,1.0
0.73040977713874899,0.58240534521158127,0.57531143827859565,1.0
0.68158090976882935,0.52449888641425391,0.51696832579185525,1.0
0.74408602150537639,0.60244988864142535,0.59246575342465757,1.0
0.72070744288872512,0.57795100222717144,0.56336405529953915,1.0
0.73804425410421126,0.59131403118040093,0.58484162895927605,1.0
0.70178041543026703,0.5523385300668151,0.54057142857142859,1.0
0.7567567567567568,0.6492204899777283,0.60869565217391308,1.0
0.71084337349397597,0.57238307349665929,0.55140186915887845,1.0
0.74509803921568629,0.60913140311804004,0.59375,1.0
0.71771771771771764,0.58129175946547884,0.55971896955503508,1.0
0.7267441860465117,0.58129175946547884,0.57077625570776258,1.0
0.72416356877323429,0.5868596881959911,0.56759906759906764,1.0
0.7276657060518732,0.57906458797327398,0.57191392978482447,1.0
0.74484719260838661,0.60022271714922049,0.5934314835787089,1.0
0.70137382501807666,0.54008908685968815,0.54008908685968815,1.0
0.7233716475095785,0.59799554565701563,0.56662665066026408,1.0
0.69351230425055932,0.54231625835189312,0.53082191780821919,1.0
0.7454938716654651,0.60690423162583518,0.59425287356321843,1.0
0.73434125269978401,0.58908685968819596,0.58020477815699656,1.0
0.75460992907801405,0.6146993318485523,0.60592255125284733,1.0
0.85243055555555547,0.81069042316258355,0.79707792207792205,0.91604477611940294
0.73707865168539333,0.60913140311804004,0.58362989323843417,1.0
0.69890109890109886,0.54231625835189312,0.53716216216216217,1.0
0.65801526717557257,0.50111358574610243,0.49032992036405004,1.0
0.75207234363225317,0.63363028953229394,0.60265700483091789,1.0
0.73866090712742982,0.59576837416481065,0.58561643835616439,1.0
0.73068592057761728,0.58463251670378624,0.5756541524459613,1.0
0.71538461538461529,0.58797327394209353,0.55889423076923073,0.99358974358974361
0.68148148148148158,0.52115812917594651,0.5168539325842697,1.0
0.76492262343404571,0.64476614699331847,0.61933174224343679,1.0
0.71054599850411371,0.56904231625835189,0.5510440835266821,1.0
0.7341954022988505,0.58797327394209353,0.58002270147559587,1.0
0.72779369627507162,0.57683741648106901,0.57207207207207211,1.0
0.69897209985315711,0.54342984409799555,0.53724604966139955,1.0
0.74600870827285926,0.61024498886414258,0.59490740740740744,1.0
0.71865889212827994,0.57015590200445432,0.56086461888509676,1.0
0.72713972201901966,0.58463251670378624,0.57126436781609191,1.0
0.78234398782343983,0.68151447661469933,0.64898989898989901,0.98467432950191569
0.76788321167883211,0.6458797327394209,0.62322274881516593,1.0
0.70588235294117641,0.55456570155902007,0.54545454545454541,1.0
0.78923076923076918,0.69487750556792871,0.65267175572519087,0.99805447470817121
0.75370501058574457,0.61135857461024501,0.60475651189127977,1.0
0.75508666164280336,0.63808463251670378,0.60653753026634383,1.0
0.76304023845007463,0.6458797327394209,0.61686746987951813,1.0
0.73950795947901593,0.59910913140311806,0.58668197474167627,1.0
0.7142857142857143,0.56792873051224946,0.55555555555555558,1.0
0.72135994087213595,0.58017817371937641,0.56416184971098271,1.0
0.73763118440779596,0.61024498886414258,0.58432304038004745,1.0
0.71127272727272728,0.55790645879732736,0.55191873589164786,1.0
0.74962962962962965,0.62360801781737196,0.59952606635071093,1.0
0.70762398223538125,0.56013363028953234,0.54753722794959914,1.0
0.71821561338289963,0.57795100222717144,0.5603248259860788,1.0
0.70527097253155158,0.55790645879732736,0.54472477064220182,1.0
0.72767203513909229,0.58574610244988867,0.57258064516129037,0.99799196787148592
0.75856929955290608,0.63919821826280621,0.61104441776710683,1.0
0.74326241134751769,0.5968819599109132,0.5914221218961625,1.0
0.76537585421412302,0.65590200445434299,0.61992619926199266,1.0
0.70347957639939485,0.56347438752783963,0.54259043173862309,1.0
0.71294287780188004,0.55790645879732736,0.55393258426966296,1.0
0.7327021121631464,0.59131403118040093,0.57816091954022986,1.0
0.71396564600448109,0.57349665924276172,0.5551684088269454,1.0
0.75072046109510082,0.6146993318485523,0.60092272202998842,1.0
0.71764705882352942,0.57238307349665929,0.55963302752293576,1.0
0.72819767441860472,0.5835189309576837,0.57257142857142862,1.0
0.7861538461538462,0.69042316258351888,0.65261813537675606,0.98839458413926495
0.75945537065052948,0.6458797327394209,0.61444308445532436,0.99405940594059405
0.74715261958997725,0.62917594654788422,0.59636363636363632,1.0
0.74062968515742122,0.6146993318485523,0.58879618593563765,0.99797979797979797
0.73466257668711654,0.6146993318485523,0.58060606060606057,1.0
