log,1,0.029593230258986487,0.0,0.87234042553191493,0.85886524822695032,0.25596302921884317,0.0,0.015789473684210527,0.0
log,2,0.14328823173850372,0.095238095238095233,0.84468085106382984,0.82482269503546091,0.2361742424242424,0.16346153846153846,0.11005882094728063,0.065000000000000002
log,3,0.1839668401093571,0.14084507042253522,0.80070921985815602,0.77872340425531905,0.19691081802480764,0.14948453608247422,0.18043122957002766,0.1326530612244898
log,4,0.19179724713379978,0.14903846153846156,0.78581560283687946,0.76453900709219846,0.18982946554149085,0.14583333333333334,0.20112534514865474,0.15196078431372548
log,5,0.19215972340191662,0.15020151292023814,0.7843971631205674,0.76288652482269503,0.18463988241058304,0.14583333333333334,0.20115792695368293,0.15201840385276918
log,6,0.19303944469513978,0.15311712640714958,0.7843971631205674,0.76288652482269503,0.18781476739223216,0.14678899082568808,0.20471359120693297,0.15655987076798816
hinge,1,0.10696287493673116,0.045045045045045043,0.86170212765957444,0.84113475177304964,0.27777777777777779,0.16383606557377051,0.071428571428571425,0.02564102564102564
hinge,2,0.17512171626441719,0.13417869596190618,0.81063829787234043,0.79078014184397161,0.20253164556962025,0.15384615384615385,0.16064489267209472,0.11616161616161616
hinge,3,0.18627450980392157,0.1457725947521866,0.79361702127659572,0.77375886524822701,0.19053156146179401,0.14754098360655737,0.18676353766715212,0.14209577221742881
hinge,4,0.18982917011728903,0.14748365346709624,0.78936170212765955,0.76879432624113475,0.18959388789017811,0.14646464646464646,0.19568092937658155,0.14606741573033707
hinge,5,0.1895380033329,0.15008111380145278,0.78723404255319152,0.76808510638297878,0.18880385487528345,0.14770210494203784,0.19556108817099829,0.14855275813295615
hinge,6,0.19373664529914528,0.1498026441847097,0.78741134751773056,0.76595744680851063,0.18947368421052632,0.14732579916047789,0.20000000000000001,0.14999999999999999
