f1,accuracy,precision,recall
0.2367149758454106,0.77588652482269505,0.22374429223744291,0.25128205128205128
0.26799007444168732,0.79078014184397161,0.271356783919598,0.26470588235294118
0.14150943396226412,0.74184397163120563,0.13698630136986301,0.14634146341463414
0.17662337662337665,0.77517730496453896,0.15044247787610621,0.21383647798742139
0.13526570048309181,0.74609929078014181,0.13023255813953488,0.1407035175879397
0.14792899408284024,0.79574468085106387,0.16233766233766234,0.1358695652173913
0.1295336787564767,0.76170212765957446,0.11261261261261261,0.1524390243902439
0.2019704433497537,0.77021276595744681,0.19806763285024154,0.20603015075376885
0.22222222222222224,0.79148936170212769,0.21212121212121213,0.23333333333333334
0.20728291316526609,0.79929078014184396,0.2138728323699422,0.20108695652173914
0.23017902813299232,0.78652482269503543,0.22388059701492538,0.23684210526315788
0.16710182767624021,0.7737588652482269,0.17777777777777778,0.15763546798029557
0.1928374655647383,0.79219858156028367,0.16055045871559634,0.2413793103448276
0.17857142857142855,0.77163120567375887,0.16129032258064516,0.20000000000000001
0.20000000000000004,0.76737588652482269,0.2019704433497537,0.19806763285024154
0.14792899408284024,0.79574468085106387,0.15625,0.1404494382022472
0.15938303341902313,0.76808510638297878,0.15897435897435896,0.15979381443298968
0.23419203747072601,0.76808510638297878,0.22123893805309736,0.24875621890547264
0.18009478672985785,0.75460992907801416,0.1743119266055046,0.18627450980392157
0.17632241813602015,0.76808510638297878,0.16908212560386474,0.18421052631578946
0.19786096256684493,0.78723404255319152,0.18316831683168316,0.21511627906976744
0.14322250639386189,0.76241134751773054,0.13526570048309178,0.15217391304347827
0.18333333333333332,0.79148936170212769,0.20496894409937888,0.16582914572864321
0.1818181818181818,0.80212765957446808,0.16939890710382513,0.19620253164556961
0.16358839050131926,0.77517730496453896,0.15577889447236182,0.17222222222222222
0.13521126760563379,0.78226950354609925,0.12307692307692308,0.14999999999999999
0.11494252873563218,0.78156028368794328,0.11976047904191617,0.11049723756906077
0.20540540540540542,0.79148936170212769,0.19895287958115182,0.21229050279329609
0.15730337078651685,0.78723404255319152,0.14893617021276595,0.16666666666666666
0.15189873417721519,0.76241134751773054,0.14999999999999999,0.15384615384615385
0.21958456973293769,0.81347517730496455,0.22289156626506024,0.21637426900584794
0.15577889447236179,0.76170212765957446,0.16756756756756758,0.14553990610328638
0.18658892128279883,0.80212765957446808,0.22695035460992907,0.15841584158415842
0.17210682492581603,0.80212765957446808,0.19205298013245034,0.15591397849462366
0.23152709359605911,0.77872340425531916,0.24479166666666666,0.21962616822429906
0.12371134020618556,0.75886524822695034,0.13259668508287292,0.11594202898550725
0.1838565022421525,0.74184397163120563,0.18636363636363637,0.18141592920353983
0.15980629539951577,0.75390070921985819,0.15639810426540285,0.16336633663366337
0.10126582278481013,0.74822695035460995,0.090497737556561084,0.11494252873563218
0.2074074074074074,0.77234042553191484,0.21989528795811519,0.19626168224299065
0.16315789473684211,0.77446808510638299,0.14155251141552511,0.19254658385093168
0.17215189873417722,0.76808510638297878,0.17346938775510204,0.17085427135678391
0.23960880195599021,0.77943262411347514,0.2413793103448276,0.23786407766990292
0.12201591511936338,0.76524822695035466,0.11219512195121951,0.13372093023255813
0.17754569190600522,0.77659574468085102,0.17258883248730963,0.18279569892473119
0.15176151761517614,0.77801418439716308,0.15555555555555556,0.14814814814814814
0.15706806282722513,0.77163120567375887,0.16216216216216217,0.15228426395939088
0.1440443213296399,0.7808510638297872,0.15204678362573099,0.1368421052631579
0.11538461538461539,0.73900709219858152,0.10810810810810811,0.12371134020618557
0.099750623441396499,0.74397163120567378,0.08771929824561403,0.11560693641618497
0.16338028169014085,0.78936170212765955,0.16666666666666666,0.16022099447513813
0.1756373937677054,0.79361702127659572,0.19135802469135801,0.16230366492146597
0.18952618453865336,0.76950354609929073,0.17040358744394618,0.21348314606741572
0.21339950372208438,0.77517730496453896,0.24157303370786518,0.19111111111111112
0.19672131147540986,0.75673758865248231,0.1875,0.20689655172413793
0.15897435897435899,0.76737588652482269,0.16315789473684211,0.155
0.15957446808510639,0.77588652482269505,0.15625,0.16304347826086957
0.14388489208633093,0.7468085106382979,0.13513513513513514,0.15384615384615385
0.15977961432506885,0.78368794326241131,0.17682926829268292,0.14572864321608039
0.18483412322274881,0.75602836879432622,0.18055555555555555,0.18932038834951456
0.13550135501355012,0.7737588652482269,0.11904761904761904,0.15723270440251572
0.096045197740112997,0.77304964539007093,0.10559006211180125,0.088082901554404139
0.2055137844611529,0.77517730496453896,0.18303571428571427,0.23428571428571429
0.12467532467532468,0.76099290780141848,0.12631578947368421,0.12307692307692308
0.19905213270142177,0.7602836879432624,0.17355371900826447,0.23333333333333334
0.1725067385444744,0.78226950354609925,0.15458937198067632,0.1951219512195122
0.14545454545454545,0.76666666666666672,0.13084112149532709,0.16374269005847952
0.16623376623376621,0.77234042553191484,0.15458937198067632,0.1797752808988764
0.18328840970350405,0.78510638297872337,0.19883040935672514,0.17000000000000001
0.140625,0.76595744680851063,0.14917127071823205,0.13300492610837439
0.17445482866043616,0.81205673758865249,0.20143884892086331,0.15384615384615385
0.14871794871794874,0.76453900709219857,0.13744075829383887,0.16201117318435754
0.11142061281337046,0.7737588652482269,0.11235955056179775,0.11049723756906077
0.17924528301886791,0.7531914893617021,0.17351598173515981,0.18536585365853658
0.15013404825737267,0.77517730496453896,0.14583333333333334,0.15469613259668508
0.16348773841961856,0.78226950354609925,0.16216216216216217,0.16483516483516483
0.13095238095238096,0.79290780141843975,0.16176470588235295,0.11
0.19730941704035873,0.74609929078014181,0.17741935483870969,0.22222222222222221
0.124031007751938,0.75957446808510642,0.11483253588516747,0.1348314606741573
0.18721461187214611,0.74751773049645387,0.1646586345381526,0.21693121693121692
0.15102974828375287,0.73687943262411348,0.13750000000000001,0.16751269035532995
0.22117647058823531,0.76524822695035466,0.19665271966527198,0.25268817204301075
0.16933638443935928,0.74255319148936172,0.14741035856573706,0.19892473118279569
0.15384615384615385,0.7737588652482269,0.14009661835748793,0.17058823529411765
0.20266666666666669,0.78794326241134749,0.20212765957446807,0.20320855614973263
0.18556701030927836,0.77588652482269505,0.24657534246575341,0.1487603305785124
0.14619883040935672,0.79290780141843975,0.15723270440251572,0.13661202185792351
0.14772727272727271,0.78723404255319152,0.13978494623655913,0.15662650602409639
0.16710182767624021,0.7737588652482269,0.17486338797814208,0.16
0.15165876777251183,0.74609929078014181,0.13559322033898305,0.17204301075268819
0.22284122562674094,0.80212765957446808,0.21052631578947367,0.23668639053254437
0.18225419664268586,0.75815602836879437,0.20212765957446807,0.16593886462882096
0.198019801980198,0.77021276595744681,0.20304568527918782,0.19323671497584541
0.17575757575757575,0.80709219858156034,0.19078947368421054,0.16292134831460675
0.10374639769452448,0.77943262411347514,0.11392405063291139,0.095238095238095233
0.14207650273224043,0.7773049645390071,0.12807881773399016,0.15950920245398773
0.20155038759689922,0.7808510638297872,0.19796954314720813,0.20526315789473684
0.23342175066312998,0.79503546099290778,0.22110552763819097,0.24719101123595505
0.15263157894736842,0.77163120567375887,0.14871794871794872,0.15675675675675677
0.16,0.76170212765957446,0.16666666666666666,0.15384615384615385
