measure,cost
0.190270390070922,143
0.36133563005167618,248
0.19589914103629813,98
0.21470127545312148,260
0.23859901396877567,204
0.25734045134676048,271
0.33932223196026878,275
0.38234946172956347,262
0.40864004176455232,355
0.17322328223818204,207
0.38470956332471767,275
0.23034449645900856,184
0.32545649838882923,290
0.27157838128529177,234
0.29291534318464307,251
0.25984340044742732,236
0.2145797370867083,209
0.27179127179127177,302
0.19104665825977302,214
0.25469319137013169,253
0.14246851385390427,195
0.17882040500165985,284
0.33922129618111707,173
0.077563035965698204,142
0.19665559500629939,210
0.13049095607235139,157
0.1581494661921708,199
0.27881297446514841,223
0.21673819742489273,112
0.26432870976184247,276
0.17965136961935252,249
0.42309994015559543,248
0.39644118801517736,176
0.29726699369306236,190
0.22342386628978742,253
0.20412287793047695,129
0.1143239349660424,156
0.1869600987248046,139
0.26415587812213936,326
0.14390618149934237,188
0.15586419753086417,181
0.21651954602774279,192
0.22511144130757801,202
0.36572830276836815,354
0.26826029216467467,186
0.2941747572815534,218
0.2123727312970341,241
0.23877068557919623,241
0.3415458937198067,218
0.17654256248907535,157
0.29245876872718113,256
0.19185563338477979,138
0.16321034204147591,202
0.27663255009370047,230
0.33474744796500067,230
0.37440688018979834,232
0.25132532727469437,269
0.23645089546997541,295
0.08405284510558618,138
0.19942738671142266,171
0.20395211308235972,245
0.11342650361866732,121
0.18519973804846104,272
0.20897452476399844,231
0.26594161419576423,184
0.17165642567655903,423
0.36987595983461313,393
0.25149402390438247,225
0.33526970954356855,126
0.18213512863669148,98
0.2792755426517351,182
0.31499858236461581,552
0.13138211382113821,210
0.33158240315167437,141
0.26623059650493019,235
0.23112128146453087,267
0.071168526130358192,169
0.15575203043075975,202
0.32795642610244058,224
0.24276193597727519,379
0.27411511930340376,254
0.18189458518429588,208
0.12174008327854483,230
0.26001790911126038,176
0.17688266199649738,161
0.18042618348857981,294
0.27945963541666663,314
0.2545768108251526,246
0.31818732582091364,326
0.28748867900116443,125
0.21249542627149653,176
0.37219014863038941,161
0.24770879049954822,338
0.28352685976776826,206
0.14689382921254934,202
0.26811786567560392,195
0.27001336699836626,199
0.30258593503626613,274
0.14406407724380074,88
0.36584384223235844,317
