measure,cost
0.11681364753505857,151
0.32621118012422362,294
0.43309182315540434,378
0.29685094471658507,290
0.23200612557427261,280
0.28103882337352593,314
0.2010394780493199,322
0.17542843909217229,281
0.20570264765784108,366
0.40655549166187466,321
0.24824874032198596,231
0.32731986604731556,332
0.42107533064979868,310
0.18878504672897192,198
0.18160442600276622,229
0.22309485826481779,373
0.33779264214046822,495
0.16770979690892832,225
0.31309739085507615,233
0.26339497392128974,202
0.13426387504154205,228
0.37929184549356226,326
0.31319771768791865,425
0.32272189349112435,287
0.3393057110862262,341
0.12216510432416086,177
0.27540011855364555,181
0.3379095523765574,447
0.26846670397313932,342
0.28837525492861993,392
0.38097233864207874,354
0.33927648578811376,191
0.2713151132912871,452
0.30358623548922048,257
0.215122470713525,151
0.17920021837041081,200
0.37051630434782612,376
0.2312769396551724,127
0.27028473560265465,238
0.28931102065430425,187
0.30157827385184127,169
0.40562248995983935,296
0.26684280052840159,222
0.20657212980638121,248
0.14708188641200851,216
0.28212290502793297,169
0.41071642148068416,319
0.27022550643394067,337
0.18924932661904209,299
0.37981347773766549,271
0.23020633397312865,234
0.22484893459132835,193
0.24334684043368746,159
0.29491583648230846,182
0.43353454057679403,272
0.28076552977654229,337
0.22628827483196418,222
0.34767641996557663,319
0.25476457399103142,233
0.27396021699819167,266
0.29102815979043878,184
0.30724230724230728,269
0.31179967985364743,250
0.26772697150430746,244
0.44855662472242785,287
0.197522816166884,289
0.2972396996143698,319
0.20612244897959181,196
0.2394215953537987,234
0.35609819796291459,359
0.53633314700950252,213
0.14748113896325141,130
0.28100158982511925,324
0.29168895068991341,286
0.13329334133173368,312
0.21083594268905972,253
0.1249278469530799,226
0.1717061323618701,278
0.38815417655702494,184
0.19278897136797454,196
0.17676657186611247,335
0.22336896424622191,273
0.19704281753773487,278
0.30576171875000002,161
0.17740046838407494,320
0.19706305196138837,268
0.18795840175150519,254
0.2853704478861448,358
0.32331084943409166,249
0.34512562814070363,225
0.23953515949247003,194
0.35182207931404069,428
0.26397013067828246,199
0.24486410616307261,239
0.22899609522609904,271
0.053088042049934309,132
0.38652889399158052,138
0.13600861836789657,224
0.37303785780240079,374
0.36882346228460566,365
