measure,cost
0.20418772563176896,165
0.31370356566033047,295
0.4323885444346029,488
0.3395909218268422,187
0.24292117634197005,319
0.28115058324496289,284
0.14521123645211234,367
0.21036797037722749,308
0.19371853272596498,327
0.37773302646720375,303
0.22339641189481446,263
0.3379020073386575,411
0.40655549166187466,321
0.28273716951788491,249
0.20934088710791768,277
0.23522922284873737,452
0.32572861920688007,506
0.28330995792426361,266
0.35209812782440286,230
0.25133309633842871,243
0.15665854198980722,196
0.44636400160707113,381
0.3254833911750124,474
0.38198794468738922,342
0.35546312589985607,330
0.1526294579891195,194
0.23970570784383524,134
0.16360060164294807,362
0.35245672808486878,436
0.28880718954248369,282
0.4634960367125574,618
0.31334022750775598,173
0.20103032431799553,308
0.31395710289089213,276
0.23463362694802048,149
0.16541558618807148,211
0.35737615677735435,267
0.24471665096244449,166
0.28112621774970553,217
0.30426269016418134,236
0.37269372693726938,244
0.44813015001056411,292
0.20549338758901325,178
0.28884652049571019,272
0.20351505653196011,221
0.29442487550103236,148
0.41091300705994976,279
0.25755450720387607,288
0.16572902015939989,251
0.37981347773766549,271
0.26626722588376273,291
0.22482510069959719,203
0.24337349397590363,149
0.28619268418341065,213
0.44630423138725223,391
0.23772333368995402,321
0.21371670400796611,233
0.36061888389315,398
0.2680916457110924,442
0.2610156350949735,247
0.30377925984046028,293
0.26021782410118283,233
0.2198167239404353,178
0.28436568400132495,253
0.50753768844221103,353
0.26306364968256557,315
0.33799817462731979,345
0.23015111537538976,254
0.21550497866287338,246
0.35628429579304932,319
0.48014541387024601,217
0.12291590604843614,142
0.22799097065462756,198
0.34544677212483965,301
0.13329334133173368,312
0.23942727100322395,290
0.12493814943097477,216
0.18397085610200364,267
0.3766527291219347,215
0.22465840482999686,273
0.18775287042099506,354
0.2358363033058867,242
0.21758309396799341,346
0.1974005667937066,212
0.17756680731364277,240
0.14532374100719422,243
0.18797897963652288,244
0.27491624790619767,329
0.28873642081189255,262
0.20346494762288472,159
0.20372567631703847,177
0.33860801931071471,369
0.21371670400796611,233
0.23200612557427261,240
0.22905379866448281,251
0.092867463549192147,129
0.43761947240983812,174
0.20379338175948344,249
0.37308091885028277,364
0.36861313868613138,415
