measure,cost
0.17701829335085995,205
0.3573715248525694,178
0.14744525547445253,150
0.18185595567867036,129
0.1635933217044605,197
0.15606124455681974,140
0.25180422516730089,77
0.16782984380192753,195
0.27305065452475813,141
0.24874294510005132,283
0.21934846989141166,159
0.23446674860030042,116
0.1679733903540033,110
0.11483072258716523,140
0.23406720741599074,166
0.3298203948344961,195
0.10934680620714543,114
0.22256033578174186,164
0.2511743575573363,254
0.30157827385184127,169
0.21318011257035646,167
0.22055411491742866,167
0.2940094990041367,126
0.24641985785509707,111
0.1854669464847849,162
0.19907246376811596,149
0.19840044899677281,187
0.21443736730360941,259
0.39695406534021122,149
0.12737904150424217,186
0.29099004714510218,194
0.08118971061093247,90
0.2086269744835966,195
0.23154516276937184,107
0.1120285925560759,122
0.17457784869033374,142
0.091675311203319496,120
0.31159725143738604,139
0.24199243379571245,170
0.12742286959513707,156
0.21105931522263305,129
0.18556430446194219,122
0.16986209216279852,114
0.067266067266067278,114
0.33001633744244768,155
0.19171906513228137,198
0.11189585929926599,194
0.28232863393291202,109
0.1757336735877508,131
0.30425211447109257,110
0.085232067510548515,105
0.12722868217054265,160
0.18894200789856577,118
0.075132837407013792,117
0.13141060392497017,190
0.14723032069970846,126
0.18589557299234721,124
0.28878667329686719,267
0.22018062908751168,195
0.3142501555693839,186
0.1420534458509142,167
0.17831021437578815,225
0.2662565905096661,150
0.096025860429739499,175
0.27962347729789594,92
0.14179418784220132,191
0.14800703399765533,198
0.28759565759031858,70
0.19703045410209172,164
0.19111896051469662,184
0.19231630824372759,182
0.21654685332324383,182
0.18650744798719682,146
0.27753606594916413,163
0.15592982456140347,200
0.28878667329686719,267
0.26975840718708272,210
0.17448504983388707,182
0.19753569333072554,142
0.14818075117370891,118
0.15310763011622033,107
0.11920600858369097,172
0.23042747358309315,154
0.1243229935992122,211
0.15781250000000002,140
0.27683208309290253,180
0.147279865395401,96
0.17299748110831234,162
0.11940102456324707,107
0.36474064346684176,108
0.22913789702110871,228
0.20122385086096486,186
0.2652384243261921,213
0.23336981636872192,103
0.17524580682475416,97
0.3389653975234348,177
0.1703682878830475,79
0.22129710780017528,151
0.26450176770983369,226
0.20921802175038842,141
