measure,cost
0.35739561217268223,445
0.39225927413954731,425
0.29053347280334729,314
0.25106534090909088,333
0.13430851063829788,198
0.15023055183697751,187
0.128430645332203,332
0.23626932465419043,165
0.25788331418358224,188
0.27732740585774063,325
0.28205987488829309,334
0.32141038696537683,363
0.15586419753086417,181
0.15841362312345955,195
0.18931583880037486,269
0.35031694773352468,374
0.4046224961479199,678
0.2562909706068936,410
0.35780076519767606,365
0.25497896213183729,173
0.3142501555693839,186
0.28122513922036596,264
0.39488721804511284,280
0.2036290322580645,171
0.23954936258523574,351
0.35360018671957055,445
0.43167818981772482,255
0.21782890007189071,345
0.30786627335299904,460
0.22197802197802197,327
0.27903635760857554,305
0.19295851528384278,199
0.34605971610376896,493
0.20100835876343376,280
0.24054778207799934,71
0.27008236174991979,308
0.25422509888529304,282
0.32144277947221855,221
0.18850317282568124,285
0.25914770191878628,476
0.4100865477080885,265
0.30443082487692152,299
0.22031356509884115,247
0.26062914721061681,230
0.20873159390338414,321
0.24284405770551867,196
0.32648349111059805,398
0.29497025419145489,245
0.28499570604833757,338
0.28707745406557711,300
0.27363858033053368,673
0.22364374461803418,173
0.25834872815120075,242
0.14733770970094823,210
0.26348867544171711,172
0.25443857965451055,212
0.15562403697996918,311
0.22353375138325338,213
0.1616596897315932,158
0.16050274487142444,168
0.44626224026749461,416
0.13313361294188136,412
0.32361065075682249,281
0.28454922894424678,298
0.28886271870794078,312
0.33505838641188956,160
0.33386030468525441,396
0.25395114942528735,372
0.23909793172190383,131
0.20368036299470632,243
0.3416915422885573,226
0.35020804438280173,276
0.33018096906012839,427
0.20319887335278139,289
0.2622525154170724,258
0.32755535674345787,190
0.29167147972738822,381
0.26783346592415808,275
0.24352019288728152,375
0.25150139153361656,151
0.21119311193111934,194
0.15147295125870383,289
0.23143904674610444,147
0.17024863042562158,129
0.33788950487478497,339
0.29238514789175585,276
0.31549640092353659,450
0.258974358974359,215
0.30038892701898884,221
0.19538482796738982,288
0.35689045936395758,367
0.24598693678733538,178
0.30824008138351988,454
0.2476768198244709,348
0.27970795568982876,277
0.31379453189726597,326
0.41908713692946048,260
0.24724602203182366,405
0.36408696631744958,506
0.31276266312762663,202
