measure,cost
0.16597283085013145,206
0.35719097339171435,208
0.14744525547445253,150
0.18180559401827748,149
0.1635933217044605,197
0.15606124455681974,140
0.25180422516730089,77
0.16782984380192753,195
0.27305065452475813,141
0.2590540679183338,292
0.21934846989141166,159
0.26197952218430032,114
0.16791354945968412,140
0.11483072258716523,140
0.24571362372567193,175
0.32972251075827275,215
0.10934680620714543,114
0.22256033578174186,164
0.19546585568150404,258
0.30157827385184127,169
0.22489159732802064,206
0.2205240174672489,177
0.2940094990041367,126
0.24639372083156555,121
0.18544262295081967,172
0.19907246376811596,149
0.17010526315789476,189
0.21438047227381277,279
0.39685658153241637,169
0.12737904150424217,186
0.29099004714510218,194
0.08118971061093247,90
0.2086269744835966,195
0.21994269340974215,128
0.1120285925560759,122
0.17457784869033374,142
0.11780715396578538,138
0.31159725143738604,139
0.24202295371421362,160
0.12742286959513707,156
0.21105931522263305,129
0.18556430446194219,122
0.19246721219594218,112
0.067258601553829067,124
0.33001633744244768,155
0.19171906513228137,198
0.1118803655497092,204
0.28232863393291202,109
0.1874057752522324,140
0.32758021545233412,108
0.085232067510548515,105
0.12721635500436004,170
0.18894200789856577,118
0.085856975879290184,116
0.13141060392497017,190
0.15852017937219728,135
0.18589557299234721,124
0.28878667329686719,267
0.22018062908751168,195
0.31408728102000627,236
0.1420534458509142,167
0.17833270273678903,215
0.26613965744400525,180
0.096025860429739499,175
0.2795460835870468,112
0.14179418784220132,191
0.16278388278388278,197
0.26966892132431469,71
0.19700910273081923,174
0.19111896051469662,184
0.19220866450240681,232
0.24196192157357208,180
0.18650744798719682,146
0.27753606594916413,163
0.1559079427448779,210
0.28878667329686719,267
0.26982392228293872,190
0.17448504983388707,182
0.20739219712525667,141
0.16290322580645158,147
0.15310763011622033,107
0.11920600858369097,172
0.23042747358309315,154
0.14911417322834647,229
0.18204758471521271,138
0.29131814248629939,189
0.147279865395401,96
0.17299748110831234,162
0.11940102456324707,107
0.3977682966852642,105
0.22913789702110871,228
0.20122385086096486,186
0.27915975677169708,212
0.23336981636872192,103
0.17524580682475416,97
0.3389653975234348,177
0.18453970484891075,78
0.2212486308871851,171
0.26450176770983369,226
0.20913679306328459,171
